label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.32390090823173523,0.6890649795532227,-5.598167831522005e-07,0.4005669057369232,0.6412526965141296,-0.0331374891102314,0.4444342255592346,0.5183362364768982,-0.04044703394174576,0.4461011588573456,0.4046149253845215,-0.04551459848880768,0.45250433683395386,0.3224804401397705,-0.045197438448667526,0.405092716217041,0.45366641879081726,-0.013114314526319504,0.40092718601226807,0.40807613730430603,-0.05617029592394829,0.39464741945266724,0.5031638741493225,-0.07348145544528961,0.39202237129211426,0.5563437938690186,-0.07561559975147247,0.35423579812049866,0.45460930466651917,-0.008014976046979427,0.3511088192462921,0.40534916520118713,-0.056436892598867416,0.351748526096344,0.5125917196273804,-0.06138598918914795,0.3548918664455414,0.5690832138061523,-0.05033344775438309,0.3064245581626892,0.46672528982162476,-0.010863475501537323,0.29903239011764526,0.4248087406158447,-0.06317155063152313,0.3107617497444153,0.5302538275718689,-0.05071083828806877,0.3212973177433014,0.5847887396812439,-0.025600548833608627,0.2581964135169983,0.4879491925239563,-0.015324034728109837,0.25485050678253174,0.4514382481575012,-0.049960214644670486,0.27178147435188293,0.5294991135597229,-0.04040392115712166,0.28506776690483093,0.5734681487083435,-0.02182903327047825
A,0.3232026994228363,0.6858764886856079,-5.441501116365544e-07,0.40123581886291504,0.6354961395263672,-0.032918695360422134,0.4435082972049713,0.5124504566192627,-0.04052932560443878,0.44305360317230225,0.3997999429702759,-0.045334603637456894,0.45146405696868896,0.32020673155784607,-0.044439248740673065,0.4024820029735565,0.4528718888759613,-0.01640806905925274,0.39830282330513,0.40737903118133545,-0.05814286693930626,0.39328697323799133,0.5031386017799377,-0.07387807965278625,0.39112427830696106,0.5572248101234436,-0.07533629983663559,0.3504592478275299,0.4546370506286621,-0.011315003968775272,0.3461495339870453,0.405509889125824,-0.0581296868622303,0.349277138710022,0.5125064849853516,-0.061686765402555466,0.35319605469703674,0.5677900910377502,-0.050546303391456604,0.3026195168495178,0.46722882986068726,-0.013713679276406765,0.2954519987106323,0.4255523085594177,-0.06373164802789688,0.3096466660499573,0.5291166305541992,-0.049659617245197296,0.3209001421928406,0.581281840801239,-0.024706214666366577,0.2555946111679077,0.4889397919178009,-0.01778065599501133,0.25173133611679077,0.45295006036758423,-0.05072938650846481,0.2693386673927307,0.5295621752738953,-0.04020761698484421,0.2825872302055359,0.571134626865387,-0.02181096002459526
A,0.3240947127342224,0.6873013973236084,-5.548664034904505e-07,0.4007704555988312,0.6350604295730591,-0.0324099138379097,0.4428732097148895,0.5111631155014038,-0.03981408476829529,0.4421747624874115,0.399468332529068,-0.04459598660469055,0.4511479437351227,0.3201791048049927,-0.04371972754597664,0.4033997356891632,0.45382803678512573,-0.01654348336160183,0.39795833826065063,0.4076272249221802,-0.05782352015376091,0.3929378390312195,0.5027047991752625,-0.07304902374744415,0.3920602798461914,0.5558034777641296,-0.07415953278541565,0.3513939380645752,0.4552082121372223,-0.011418970301747322,0.3469283878803253,0.406843364238739,-0.05799955502152443,0.34931325912475586,0.512556254863739,-0.06104904040694237,0.3541210889816284,0.5686043500900269,-0.04946047067642212,0.30338361859321594,0.46667638421058655,-0.013795504346489906,0.29531967639923096,0.4273361265659332,-0.06327984482049942,0.30913692712783813,0.5305325984954834,-0.04966872185468674,0.3217679262161255,0.5840521454811096,-0.02502090483903885,0.25605857372283936,0.4874878227710724,-0.017879534512758255,0.2519446015357971,0.4530275762081146,-0.05045842379331589,0.2695845365524292,0.5290209650993347,-0.040680885314941406,0.2838854193687439,0.5717613697052002,-0.022820569574832916
A,0.3202396631240845,0.6847126483917236,-5.574079295911361e-07,0.397015780210495,0.6339685916900635,-0.032354552298784256,0.44188442826271057,0.5127865672111511,-0.039340585470199585,0.4425506293773651,0.40076905488967896,-0.04373018071055412,0.4478217661380768,0.32131463289260864,-0.0427190326154232,0.40215930342674255,0.4531225264072418,-0.01464844960719347,0.39431166648864746,0.40730881690979004,-0.056452278047800064,0.38891106843948364,0.5018046498298645,-0.0729810893535614,0.3880476653575897,0.5566204786300659,-0.07481250911951065,0.3501560389995575,0.4543589651584625,-0.009741690009832382,0.34372127056121826,0.40514659881591797,-0.056370656937360764,0.3466307818889618,0.5095439553260803,-0.0609252043068409,0.35108858346939087,0.5650609731674194,-0.05036936327815056,0.30211251974105835,0.4660465717315674,-0.012334498576819897,0.29169389605522156,0.4251633882522583,-0.06236429885029793,0.3056354820728302,0.5278884172439575,-0.04956662654876709,0.3174300491809845,0.5802618861198425,-0.025320550426840782,0.25436294078826904,0.48703688383102417,-0.016559356823563576,0.24823760986328125,0.451751708984375,-0.04986918345093727,0.2656393051147461,0.5282967686653137,-0.040077149868011475,0.2793688178062439,0.5704308152198792,-0.021957335993647575
A,0.31628578901290894,0.6839563250541687,-5.053220775153022e-07,0.3920702040195465,0.6309665441513062,-0.03297730162739754,0.436881422996521,0.513810932636261,-0.040626849979162216,0.4389076232910156,0.40316471457481384,-0.04537578672170639,0.4430856704711914,0.32257115840911865,-0.04479493200778961,0.3992046117782593,0.45285362005233765,-0.01577562838792801,0.3890889883041382,0.4084686040878296,-0.05609060823917389,0.3858458697795868,0.49977925419807434,-0.07164942473173141,0.386949360370636,0.551568865776062,-0.07339309900999069,0.3471812903881073,0.4537705183029175,-0.010777324438095093,0.3383418321609497,0.4066812992095947,-0.05630313605070114,0.34231677651405334,0.5096507668495178,-0.06109611690044403,0.34817367792129517,0.5633838772773743,-0.051355257630348206,0.2988292872905731,0.46522554755210876,-0.013098307885229588,0.28769609332084656,0.42704296112060547,-0.06228654831647873,0.30096569657325745,0.5274950265884399,-0.04993756115436554,0.31294214725494385,0.5782723426818848,-0.026623766869306564,0.2508096396923065,0.4858085811138153,-0.017088036984205246,0.24467337131500244,0.4537503719329834,-0.05002764239907265,0.2606304883956909,0.5291184186935425,-0.04040693864226341,0.2738601863384247,0.5699873566627502,-0.022672150284051895
A,0.31754255294799805,0.683199942111969,-5.253412496131205e-07,0.39458635449409485,0.6297586560249329,-0.03239694610238075,0.437120258808136,0.5082128047943115,-0.03967221453785896,0.4369688034057617,0.3962271511554718,-0.04444848373532295,0.44514626264572144,0.3164541721343994,-0.04362157732248306,0.40008366107940674,0.45252087712287903,-0.013981813564896584,0.3904861509799957,0.40655797719955444,-0.05553660914301872,0.3878859281539917,0.5000962615013123,-0.07174605876207352,0.3895772397518158,0.5507560968399048,-0.07378049939870834,0.3482729196548462,0.4534364640712738,-0.00923258438706398,0.3393717110157013,0.4062573313713074,-0.055594030767679214,0.34267476201057434,0.5099724531173706,-0.06009306758642197,0.3479531407356262,0.562270998954773,-0.049951862543821335,0.29995468258857727,0.4648301899433136,-0.01215137355029583,0.288013219833374,0.4265429973602295,-0.06217481940984726,0.3017531931400299,0.5282729864120483,-0.0494251511991024,0.31420624256134033,0.5787860155105591,-0.02559063956141472,0.2517884373664856,0.4854816198348999,-0.016717100515961647,0.24384599924087524,0.45365551114082336,-0.0502050444483757,0.26174354553222656,0.5299510359764099,-0.040828242897987366,0.2767643630504608,0.5706268548965454,-0.02315697818994522
A,0.31698065996170044,0.6847410798072815,-5.428710210253485e-07,0.39347609877586365,0.6310217380523682,-0.031150460243225098,0.437932550907135,0.5099925398826599,-0.03794768825173378,0.4377121329307556,0.39859068393707275,-0.042571891099214554,0.442287802696228,0.31973645091056824,-0.041843533515930176,0.3989972174167633,0.45350727438926697,-0.01322120614349842,0.3906606137752533,0.40596526861190796,-0.05380269140005112,0.3870617151260376,0.4992184638977051,-0.06976286321878433,0.3883095979690552,0.5482980012893677,-0.07193561643362045,0.3474856913089752,0.4553429186344147,-0.009104265831410885,0.3406938910484314,0.405708909034729,-0.05528005585074425,0.3432691693305969,0.5092479586601257,-0.06000408157706261,0.34778136014938354,0.5620250105857849,-0.04995402321219444,0.29950135946273804,0.46698397397994995,-0.012362492270767689,0.2887733280658722,0.4256375730037689,-0.06200706213712692,0.30169975757598877,0.5275431871414185,-0.04946577548980713,0.31328076124191284,0.5787522792816162,-0.025754736736416817,0.25115063786506653,0.48731252551078796,-0.017179038375616074,0.2450047731399536,0.4529043436050415,-0.05039322376251221,0.262246310710907,0.5290158987045288,-0.04097095876932144,0.27674755454063416,0.5708314180374146,-0.023286527022719383
A,0.3135712742805481,0.6898365020751953,-5.346458920030273e-07,0.38986262679100037,0.6351184248924255,-0.03423937037587166,0.4341815114021301,0.5147703886032104,-0.04246329888701439,0.43427830934524536,0.4033629298210144,-0.0476897694170475,0.43689534068107605,0.32074403762817383,-0.0477316714823246,0.3927372992038727,0.4546440839767456,-0.018233375623822212,0.38527756929397583,0.4105552136898041,-0.05980820208787918,0.38014569878578186,0.5048500895500183,-0.07602477818727493,0.37837326526641846,0.5620541572570801,-0.07791362702846527,0.34086981415748596,0.45807981491088867,-0.012738463468849659,0.3333170711994171,0.40596598386764526,-0.06258874386548996,0.33672377467155457,0.5119844079017639,-0.06931917369365692,0.34132808446884155,0.5743025541305542,-0.05962009355425835,0.29328569769859314,0.4718526601791382,-0.014338236302137375,0.28248271346092224,0.42817986011505127,-0.06654796749353409,0.2967666983604431,0.530672013759613,-0.05517391860485077,0.3087930679321289,0.5881445407867432,-0.03122648037970066,0.24632862210273743,0.4946061670780182,-0.017594946548342705,0.24060511589050293,0.4570477604866028,-0.053307853639125824,0.2580951452255249,0.5325217247009277,-0.0449720099568367,0.2720697522163391,0.577106773853302,-0.027438906952738762
A,0.31309571862220764,0.6886695027351379,-5.50932668375026e-07,0.38983359932899475,0.636102557182312,-0.03300633281469345,0.43239134550094604,0.5146497488021851,-0.040811166167259216,0.4328541159629822,0.40276503562927246,-0.0457972027361393,0.4380033314228058,0.3213714063167572,-0.045555632561445236,0.39022719860076904,0.4519563317298889,-0.016039038076996803,0.3849277198314667,0.4102749824523926,-0.058063048869371414,0.3798696994781494,0.5068681836128235,-0.07550295442342758,0.3775597810745239,0.5632608532905579,-0.07830353826284409,0.3387124240398407,0.4543711245059967,-0.010846475139260292,0.33239346742630005,0.40662360191345215,-0.05886417627334595,0.3358522057533264,0.5130673050880432,-0.06474389880895615,0.3404700756072998,0.5722423195838928,-0.05487893521785736,0.29137110710144043,0.4686712622642517,-0.012920025736093521,0.28045856952667236,0.42881131172180176,-0.0635080486536026,0.29548972845077515,0.5315976142883301,-0.05155106633901596,0.3080032467842102,0.5856831073760986,-0.027801956981420517,0.24527011811733246,0.4929910898208618,-0.0166045930236578,0.23752859234809875,0.4600609540939331,-0.051104720681905746,0.25642359256744385,0.5354642271995544,-0.04233727976679802,0.2718941867351532,0.5771268010139465,-0.024772103875875473
A,0.3128553032875061,0.6890293955802917,-5.543462293644552e-07,0.39038875699043274,0.638481855392456,-0.034063082188367844,0.4331524074077606,0.51381516456604,-0.042009662836790085,0.43201062083244324,0.4009513556957245,-0.04667939990758896,0.43637678027153015,0.3192012906074524,-0.04565507546067238,0.39130812883377075,0.4553014039993286,-0.01872023567557335,0.3863094747066498,0.40954697132110596,-0.060605358332395554,0.3814659118652344,0.5061640739440918,-0.07655736804008484,0.3797093331813812,0.5605555176734924,-0.07832842320203781,0.3392488956451416,0.4569428861141205,-0.01283903419971466,0.3329980969429016,0.4064825773239136,-0.06063489243388176,0.3365979492664337,0.5131089687347412,-0.06495179235935211,0.3414780795574188,0.5696301460266113,-0.05419137328863144,0.29159364104270935,0.4700610041618347,-0.014290322549641132,0.28074198961257935,0.428580105304718,-0.06464678794145584,0.296589195728302,0.5321378111839294,-0.051300086081027985,0.30971306562423706,0.5848298668861389,-0.026886457577347755,0.2449784278869629,0.4926849603652954,-0.017430588603019714,0.2373812198638916,0.45860952138900757,-0.05118314176797867,0.257316917181015,0.534690260887146,-0.041731804609298706,0.2733638286590576,0.5753063559532166,-0.024044856429100037
